tag,filename,func,line,message
dout,osd/OSD.cc,<<prepare_to_stop>>,1281," __func__ "" starting shutdown"""
dout,osd/OSD.cc,<<got_stop_ack>>,1290," __func__ "" starting shutdown"""
dout,osd/OSD.cc,<<got_stop_ack>>,1294," __func__ "" ignoring msg"""
dout,osd/OSD.cc,<<send_incremental_map>>,1334," ""send_incremental_map "" since "" -> "" to"
dout,osd/OSD.cc,<<send_incremental_map>>,1352," "" "" (to - since) "" > max "" cct->_conf->osd_map_share_max_epochs"
dout,osd/OSD.cc,<<_add_map_bl>>,1405," ""add_map_bl "" e "" "" bl.length() "" bytes"""
dout,osd/OSD.cc,<<_add_map_inc_bl>>,1416," ""add_map_inc_bl "" e "" "" bl.length() "" bytes"""
dout,osd/OSD.cc,<<get_deleted_pool_pg_num>>,1432," __func__ "" "" pool "" loading"""
dout,osd/OSD.cc,<<get_deleted_pool_pg_num>>,1441," __func__ "" "" pool "" got "" pi.get_pg_num()"
dout,osd/OSD.cc,<<try_get_map>>,1469," ""get_map "" epoch "" -cached"""
dout,osd/OSD.cc,<<try_get_map>>,1479," ""get_map "" epoch "" - miss, below lower bound"""
dout,osd/OSD.cc,<<try_get_map>>,1487," ""get_map "" epoch "" - loading and decoding "" map"
dout,osd/OSD.cc,<<try_get_map>>,1496," ""get_map "" epoch "" - return initial "" map"
dout,osd/OSD.cc,<<handle_misdirected_op>>,1553," __func__ "": "" *pg "" no longer have map for """
dout,osd/OSD.cc,<<handle_misdirected_op>>,1563," __func__ "": "" *pg "" primary changed since """
dout,osd/OSD.cc,<<handle_misdirected_op>>,1569," *pg "" misdirected op in "" m->get_map_epoch()"
dout,osd/OSD.cc,<<queue_for_snap_trim>>,1605," ""queueing "" *pg "" for snaptrim"""
dout,osd/OSD.cc,<<queue_for_pg_delete>>,1636," __func__ "" on "" pgid "" e "" e"
dout,osd/OSD.cc,<<mkfs>>,1731," "" have superblock"""
dout,osd/OSD.cc,<<asok_command>>,2242," ""triggering manual compaction"""
dout,osd/OSD.cc,<<asok_command>>,2247," ""finished manual compaction in """
dout,osd/OSD.cc,<<enable_disable_fuse>>,2322," __func__ "" disabling"""
dout,osd/OSD.cc,<<enable_disable_fuse>>,2336," __func__ "" enabling"""
dout,osd/OSD.cc,<<init>>,2403," ""init "" dev_path"
dout,osd/OSD.cc,<<init>>,2406," ""journal "" journal_path"
dout,osd/OSD.cc,<<init>>,2417," ""journal looks like "" (journal_is_rotational ? ""hdd"" : ""ssd"")"
dout,osd/OSD.cc,<<init>>,2422," ""boot"""
dout,osd/OSD.cc,<<init>>,2458," ""configured osd_max_object_name[space]_len looks ok"""
dout,osd/OSD.cc,<<init>>,2532," ""Upgrading superblock adding: "" diff"
dout,osd/OSD.cc,<<init>>,2542," ""init creating/touching snapmapper object"""
dout,osd/OSD.cc,<<init>>,2556," ""warning: got an error loading one or more classes: "" cpp_strerror(r)"
dout,osd/OSD.cc,<<init>>,2579," ""superblock: I am osd."" superblock.whoami"
dout,osd/OSD.cc,<<init>>,2580," ""using "" op_queue "" op queue with priority op cut off at "" "
dout,osd/OSD.cc,<<init>>,2670," ""ensuring pgs have consumed prior maps"""
dout,osd/OSD.cc,<<init>>,2673," ""done with init, starting boot process"""
dout,osd/OSD.cc,<<create_logger>>,2937," ""create_logger"""
dout,osd/OSD.cc,<<create_recoverystate_perf>>,3215," ""create_recoverystate_perf"""
dout,osd/OSD.cc,<<shutdown>>,3354," ""op sharded tp stopped"""
dout,osd/OSD.cc,<<shutdown>>,3358," ""command tp stopped"""
dout,osd/OSD.cc,<<shutdown>>,3360," ""stopping agent"""
dout,osd/OSD.cc,<<shutdown>>,3375," ""noting clean unmount in epoch "" osdmap->get_epoch()"
dout,osd/OSD.cc,<<shutdown>>,3403," "" kicking pg "" pg"
dout,osd/OSD.cc,<<shutdown>>,3426," ""syncing store"""
dout,osd/OSD.cc,<<shutdown>>,3430," ""flushing journal"""
dout,osd/OSD.cc,<<shutdown>>,3437," ""Store synced"""
dout,osd/OSD.cc,<<mon_cmd_maybe_osd_create>>,3466," __func__ "" cmd: "" cmd"
dout,osd/OSD.cc,<<update_crush_location>>,3503," __func__ "" osd_crush_update_on_start = false"""
dout,osd/OSD.cc,<<update_crush_location>>,3524," __func__ "" crush location is "" loc"
dout,osd/OSD.cc,<<update_crush_device_class>>,3544," __func__ "" osd_class_update_on_start = false"""
dout,osd/OSD.cc,<<update_crush_device_class>>,3555," __func__ "" no device class stored locally"""
dout,osd/OSD.cc,<<write_superblock>>,3575," ""write_superblock "" superblock"
dout,osd/OSD.cc,<<read_superblock>>,3596," ""read_superblock "" superblock"
dout,osd/OSD.cc,<<clear_temp_objects>>,3603, __func__
dout,osd/OSD.cc,<<clear_temp_objects>>,3612," "" clearing temps in "" *p "" pgid "" pgid"
dout,osd/OSD.cc,<<clear_temp_objects>>,3643," "" removing "" *p "" object "" *q"
dout,osd/OSD.cc,<<_make_pg>>,3711," __func__ "" "" pgid"
dout,osd/OSD.cc,<<register_pg>>,3792," __func__ "" "" pgid "" "" pg"
dout,osd/OSD.cc,<<unregister_pg>>,3804," __func__ "" "" pg->pg_id "" "" pg"
dout,osd/OSD.cc,<<unregister_pg>>,3807," __func__ "" "" pg->pg_id "" not found"""
dout,osd/OSD.cc,<<load_pgs>>,3845," ""load_pgs"""
dout,osd/OSD.cc,<<load_pgs>>,3860," ""load_pgs "" *it "" clearing temp"""
dout,osd/OSD.cc,<<load_pgs>>,3866," ""load_pgs ignoring unrecognized "" *it"
dout,osd/OSD.cc,<<load_pgs>>,3870," ""pgid "" pgid "" coll "" coll_t(pgid)"
dout,osd/OSD.cc,<<load_pgs>>,3915," ""load_pgs "" *it "" deleting dne"""
dout,osd/OSD.cc,<<load_pgs>>,3934," __func__ "" loaded "" *pg"
dout,osd/OSD.cc,<<load_pgs>>,3940," __func__ "" opened "" num "" pgs"""
dout,osd/OSD.cc,<<handle_pg_create_info>>,3950," __func__ "" hit max pg, dropping"""
dout,osd/OSD.cc,<<handle_pg_create_info>>,4002," __func__ "" new pg "" *pg"
dout,osd/OSD.cc,<<maybe_wait_for_max_pg>>,4025," __func__ "" withhold creation of pg "" pgid"
dout,osd/OSD.cc,<<resume_creating_pg>>,4058," __func__ "" pending_creates_from_mon """
dout,osd/OSD.cc,<<resume_creating_pg>>,4070," __func__ "" pg "" pg->first"
dout,osd/OSD.cc,<<resume_creating_pg>>,4085," __func__ "": resolicit pg creates from mon since """
dout,osd/OSD.cc,<<resume_creating_pg>>,4094," __func__ "": resolicit osdmap from mon since """
dout,osd/OSD.cc,<<resume_creating_pg>>,4102," __func__ "": re-subscribe osdmap(onetime) since """
dout,osd/OSD.cc,<<build_initial_pg_history>>,4122," __func__ "" "" pgid "" created "" created"
dout,osd/OSD.cc,<<build_initial_pg_history>>,4190," __func__ "" "" debug.str()"
dout,osd/OSD.cc,<<build_initial_pg_history>>,4191," __func__ "" "" *h "" "" *pi"
dout,osd/OSD.cc,<<_add_heartbeat_peer>>,4312," ""_add_heartbeat_peer: new peer osd."" p"
dout,osd/OSD.cc,<<_add_heartbeat_peer>>,4318," ""_add_heartbeat_peer: new peer osd."" p"
dout,osd/OSD.cc,<<_remove_heartbeat_peer>>,4333," "" removing heartbeat peer osd."" n"
dout,osd/OSD.cc,<<need_heartbeat_peer_update>>,4348," ""need_heartbeat_peer_update"""
dout,osd/OSD.cc,<<maybe_update_heartbeat_peers>>,4364," ""maybe_update_heartbeat_peers forcing update after "" dur "" seconds"""
dout,osd/OSD.cc,<<maybe_update_heartbeat_peers>>,4378," ""maybe_update_heartbeat_peers updating"""
dout,osd/OSD.cc,<<maybe_update_heartbeat_peers>>,4404," "" adding neighbor peer osd."" *p"
dout,osd/OSD.cc,<<maybe_update_heartbeat_peers>>,4429," "" adding random peer osd."" n"
dout,osd/OSD.cc,<<maybe_update_heartbeat_peers>>,4447," ""maybe_update_heartbeat_peers "" h....size() "" peers, extras "" extras"
dout,osd/OSD.cc,<<reset_heartbeat_peers>>,4453," ""reset_heartbeat_peers"""
dout,osd/OSD.cc,<<handle_osd_ping>>,4469," ""handle_osd_ping from "" m->get_source_inst()"
dout,osd/OSD.cc,<<handle_osd_ping>>,4502," ""Dropping heartbeat from "" from"
dout,osd/OSD.cc,<<handle_osd_ping>>,4512," ""Dropping heartbeat from "" from"
dout,osd/OSD.cc,<<handle_osd_ping>>,4520," ""internal heartbeat not healthy, dropping ping request"""
dout,osd/OSD.cc,<<handle_osd_ping>>,4556," ""handle_osd_ping got reply from osd."" from"
dout,osd/OSD.cc,<<handle_osd_ping>>,4567," ""handle_osd_ping got reply from osd."" from"
dout,osd/OSD.cc,<<handle_osd_ping>>,4582," ""handle_osd_ping canceling queued """
dout,osd/OSD.cc,<<handle_osd_ping>>,4589," ""handle_osd_ping canceling in-flight """
dout,osd/OSD.cc,<<handle_osd_ping>>,4612," ""handle_osd_ping "" m->get_source_inst()"
dout,osd/OSD.cc,<<heartbeat_entry>>,4633," ""heartbeat_entry sleeping for "" wait"
dout,osd/OSD.cc,<<heartbeat_entry>>,4637," ""heartbeat_entry woke up"""
dout,osd/OSD.cc,<<heartbeat_check>>,4654," ""heartbeat_check we haven't sent ping to osd."" p->first"
dout,osd/OSD.cc,<<heartbeat_check>>,4659," ""heartbeat_check osd."" p->first"
dout,osd/OSD.cc,<<heartbeat>>,4687," ""heartbeat"""
dout,osd/OSD.cc,<<heartbeat>>,4702," ""heartbeat: daily_loadavg "" daily_loadavg"
dout,osd/OSD.cc,<<heartbeat>>,4705," ""heartbeat checking stats"""
dout,osd/OSD.cc,<<heartbeat>>,4715," ""heartbeat: "" service.get_osd_stat()"
dout,osd/OSD.cc,<<heartbeat>>,4727," ""heartbeat sending ping to osd."" peer"
dout,osd/OSD.cc,<<heartbeat>>,4743," ""heartbeat lonely?"""
dout,osd/OSD.cc,<<heartbeat>>,4747," ""i have no heartbeat peers; checking mon for new map"""
dout,osd/OSD.cc,<<heartbeat>>,4752," ""heartbeat done"""
dout,osd/OSD.cc,<<heartbeat_reset>>,4769," ""heartbeat_reset failed hb con "" con "" for osd."" p->second.peer"
dout,osd/OSD.cc,<<heartbeat_reset>>,4788," ""heartbeat_reset failed hb con "" con "" for osd."" p->second.peer"
dout,osd/OSD.cc,<<heartbeat_reset>>,4793," ""heartbeat_reset closing (old) failed hb con "" con"
dout,osd/OSD.cc,<<tick>>,4808," ""tick"""
dout,osd/OSD.cc,<<tick_without_osd_lock>>,4826," ""tick_without_osd_lock"""
dout,osd/OSD.cc,<<tick_without_osd_lock>>,4861," __func__ "" max_waiting_epoch "" max_waiting_epoch"
dout,osd/OSD.cc,<<ms_handle_connect>>,5120," __func__ "" con "" con"
dout,osd/OSD.cc,<<ms_handle_connect>>,5125," __func__ "" on mon"""
dout,osd/OSD.cc,<<ms_handle_fast_connect>>,5168," "" new session (outgoing) "" s "" con="" s->con"
dout,osd/OSD.cc,<<ms_handle_fast_accept>>,5187," ""new session (incoming)"" s "" con="" con"
dout,osd/OSD.cc,<<ms_handle_reset>>,5200," ""ms_handle_reset con "" con "" session "" session"
dout,osd/OSD.cc,<<ms_handle_refused>>,5219," ""ms_handle_refused con "" con "" session "" session"
dout,osd/OSD.cc,<<start_boot>>,5258," ""not healthy; waiting to boot"""
dout,osd/OSD.cc,<<start_boot>>,5265, __func__
dout,osd/OSD.cc,<<start_boot>>,5267," ""start_boot - have maps "" superblock.oldest_map"
dout,osd/OSD.cc,<<_preboot>>,5284," __func__ "" _preboot mon has osdmaps """
dout,osd/OSD.cc,<<send_full_update>>,5338," __func__ "" want state "" s"
dout,osd/OSD.cc,<<start_waiting_for_healthy>>,5344," ""start_waiting_for_healthy"""
dout,osd/OSD.cc,<<_is_healthy>>,5355," ""is_healthy false -- internal heartbeat failed"""
dout,osd/OSD.cc,<<_is_healthy>>,5372," ""is_healthy false -- only "" up ""/"" num "" up peers (less than """
dout,osd/OSD.cc,<<_send_boot>>,5383," ""_send_boot"""
dout,osd/OSD.cc,<<_send_boot>>,5391," "" assuming cluster_addr ip matches client_addr"""
dout,osd/OSD.cc,<<_send_boot>>,5407," "" assuming hb_back_addr ip matches cluster_addr"""
dout,osd/OSD.cc,<<_send_boot>>,5423," "" assuming hb_front_addr ip matches client_addr"""
dout,osd/OSD.cc,<<_send_boot>>,5435," "" client_addr "" client_messenger->get_myaddr()"
dout,osd/OSD.cc,<<queue_want_up_thru>>,5509," ""queue_want_up_thru now "" want "" (was "" up_thru_wanted "")"""
dout,osd/OSD.cc,<<queue_want_up_thru>>,5515," ""queue_want_up_thru want "" want "" <= queued "" up_thru_wanted"
dout,osd/OSD.cc,<<send_alive>>,5528," ""send_alive up_thru currently "" up_thru "" want "" up_thru_wanted"
dout,osd/OSD.cc,<<send_alive>>,5530," ""send_alive want "" up_thru_wanted"
dout,osd/OSD.cc,<<request_full_map>>,5537," __func__ "" "" first "".."" last"
dout,osd/OSD.cc,<<got_full_map>>,5566," __func__ "" "" e "", nothing requested"""
dout,osd/OSD.cc,<<got_full_map>>,5570," __func__ "" "" e "", requested "" requested_full_first"
dout,osd/OSD.cc,<<got_full_map>>,5576," __func__ "" "" e "", requested "" requested_full_first"
dout,osd/OSD.cc,<<got_full_map>>,5584," __func__ "" "" e "", requested "" requested_full_first"
dout,osd/OSD.cc,<<requeue_failures>>,5600," __func__ "" "" old_queue "" + "" old_pending "" -> """
dout,osd/OSD.cc,<<send_beacon>>,5637," __func__ "" sending"""
dout,osd/OSD.cc,<<send_beacon>>,5647," __func__ "" not sending"""
dout,osd/OSD.cc,<<probe_smart>>,6266," ""probe_smart_device failed for /dev/"" dev"
dout,osd/OSD.cc,<<probe_smart_device>>,6307," ""smartctl output is: "" *result"
dout,osd/OSD.cc,<<heartbeat_dispatch>>,6320," ""heartbeat_dispatch "" m"
dout,osd/OSD.cc,<<heartbeat_dispatch>>,6324," ""ping from "" m->get_source_inst()"
dout,osd/OSD.cc,<<heartbeat_dispatch>>,6333," ""dropping unexpected message "" *m "" from "" m->get_source_inst()"
dout,osd/OSD.cc,<<ms_dispatch>>,6342," ""OSD::ms_dispatch: "" *m"
dout,osd/OSD.cc,<<ms_fast_dispatch>>,6444," ""ping from "" m->get_source()"
dout,osd/OSD.cc,<<ms_get_authorizer>>,6549," ""OSD::ms_get_authorizer type="" ceph_entity_type_name(dest_type)"
dout,osd/OSD.cc,<<ms_get_authorizer>>,6552," __func__ "" bailing, we are shutting down"""
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6592," ""No AuthAuthorizeHandler found for protocol "" protocol"
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6609," __func__ "" no rotating_keys (yet), denied"""
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6619," "" new session "" s "" con="" s... "" addr="" s->con->get_peer_addr()"
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6639," "" session "" s "" "" s->entity...aps "" s->caps "" '"" str ""'"""
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6641," "" session "" s "" "" s->entity... failed to parse caps '"" str ""'"""
dout,osd/OSD.cc,<<ms_verify_authorizer>>,6642," ""parser returned "" ss.str()"
dout,osd/OSD.cc,<<do_waiters>>,6656," ""do_waiters -- start"""
dout,osd/OSD.cc,<<do_waiters>>,6662," ""do_waiters -- finish"""
dout,osd/OSD.cc,<<_dispatch>>,6678," ""_dispatch "" m "" "" *m"
dout,osd/OSD.cc,<<_dispatch>>,6706," ""no OSDMap, not booted"""
dout,osd/OSD.cc,<<handle_scrub>>,6722," ""handle_scrub "" *m"
dout,osd/OSD.cc,<<handle_scrub>>,6728," ""handle_scrub fsid "" m->fsid "" != "" monc->get_fsid()"
dout,osd/OSD.cc,<<handle_fast_scrub>>,6764," __func__ "" "" *m"
dout,osd/OSD.cc,<<handle_fast_scrub>>,6770," __func__ "" fsid "" m->fsid "" != "" monc->get_fsid()"
dout,osd/OSD.cc,<<scrub_random_backoff>>,6792," ""scrub_random_backoff lost coin flip, randomly backing off"""
dout,osd/OSD.cc,<<scrub_time_permit>>,6853," __func__ "" should run between week day "" cct->_conf->osd_scrub_begin_week_day"
dout,osd/OSD.cc,<<scrub_time_permit>>,6870," __func__ "" should run between "" cct->_conf->osd_scrub_begin_hour"
dout,osd/OSD.cc,<<scrub_time_permit>>,6874," __func__ "" should run between "" cct->_conf->osd_scrub_begin_hour"
dout,osd/OSD.cc,<<scrub_load_below_threshold>>,6885," __func__ "" couldn't read loadavgs\n"""
dout,osd/OSD.cc,<<scrub_load_below_threshold>>,6893," __func__ "" loadavg per cpu "" loadavg_per_cpu"
dout,osd/OSD.cc,<<scrub_load_below_threshold>>,6901," __func__ "" loadavg "" loadavgs[0]"
dout,osd/OSD.cc,<<scrub_load_below_threshold>>,6908," __func__ "" loadavg "" loadavgs[0]"
dout,osd/OSD.cc,<<sched_scrub>>,6923," __func__ "" not scheduling scrubs due to active recovery"""
dout,osd/OSD.cc,<<sched_scrub>>,6931," ""sched_scrub load_is_low="" (int )load_is_low"
dout,osd/OSD.cc,<<sched_scrub>>,6936," ""sched_scrub examine "" scrub.pgid "" at "" scrub.sched_time"
dout,osd/OSD.cc,<<sched_scrub>>,6940," ""sched_scrub "" scrub.pgid "" scheduled at "" scrub.sched_time"
dout,osd/OSD.cc,<<sched_scrub>>,6946," __func__ "" not scheduling scrub for "" scrub.pgid "" due to """
dout,osd/OSD.cc,<<sched_scrub>>,6954," ""sched_scrub scrubbing "" scrub.pgid "" at "" scrub.sched_time"
